index,gender,is_car,is_reality,income_year,income_type,edu_type,marital status,house_type,is_mobile,is_email,job_type,family_size,credit
1022,1,0,1,171000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,3,1
1023,1,0,1,202500,Working,Incomplete higher,Married,House / apartment,1,0,Sales staff,3,2
1024,0,0,1,450000,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,Managers,1,0
1025,1,0,1,157500,Working,Higher education,Civil marriage,With parents,1,0,Accountants,2,1
1026,0,1,1,225000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
1027,1,1,1,450000,State servant,Higher education,Married,House / apartment,1,0,,2,0
1028,1,0,1,247500,Commercial associate,Higher education,Married,House / apartment,1,0,Sales staff,2,2
1029,0,1,1,292500,Commercial associate,Higher education,Married,House / apartment,1,0,High skill tech staff,4,2
1030,1,1,1,29250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1031,1,1,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1032,0,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1033,1,1,0,315000,Working,Higher education,Married,House / apartment,1,1,Accountants,2,2
1034,0,1,1,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Drivers,4,2
1035,1,0,1,180000,State servant,Secondary / secondary special,Married,House / apartment,1,1,Medicine staff,3,1
1036,0,0,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,1
1037,0,1,0,225000,State servant,Higher education,Married,Co-op apartment,1,0,Managers,2,2
1038,0,1,0,225000,State servant,Higher education,Married,With parents,1,0,High skill tech staff,4,2
1039,0,1,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2,1
1040,1,0,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1,2
1041,1,0,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,2
1042,1,0,1,315000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1,0
1043,1,0,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2,2
1044,0,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
1045,1,0,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1046,1,0,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,1
1047,1,0,0,81000,Pensioner,Higher education,Single / not married,House / apartment,1,0,,1,1
1048,1,0,1,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1049,1,1,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1050,0,1,0,292500,State servant,Secondary / secondary special,Separated,Office apartment,1,0,Managers,1,2
1051,0,0,0,139500,Working,Secondary / secondary special,Married,Rented apartment,1,0,High skill tech staff,3,2
1052,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1053,1,1,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1054,0,0,0,180000,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,Laborers,1,1
1055,1,0,0,157500,Working,Incomplete higher,Married,House / apartment,1,0,Managers,2,2
1056,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1057,1,0,1,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
1058,0,1,1,135000,Working,Higher education,Civil marriage,House / apartment,1,0,Laborers,2,1
1059,1,0,1,225000,Working,Higher education,Widow,House / apartment,1,0,Sales staff,1,2
1060,1,0,1,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1061,0,1,1,157500,Working,Higher education,Married,House / apartment,1,0,Managers,6,1
1062,1,0,1,92250,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
1063,1,1,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,0
1064,0,0,0,202500,Working,Secondary / secondary special,Married,With parents,1,0,Drivers,4,2
1065,1,1,1,315000,State servant,Higher education,Widow,House / apartment,1,1,,2,2
1066,0,0,0,225000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,Sales staff,2,2
1067,1,1,0,157500,Commercial associate,Higher education,Married,House / apartment,1,0,,4,2
1068,1,1,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
1069,1,0,1,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1070,1,0,1,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,1
1071,1,0,1,121500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,High skill tech staff,2,2
1072,1,0,1,58500,Working,Higher education,Married,House / apartment,1,0,Core staff,4,2
1073,1,1,1,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
1074,1,1,0,337500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,,1,2
1075,0,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1076,1,0,0,157500,Working,Higher education,Married,House / apartment,1,0,Sales staff,2,2
1077,1,0,1,112500,State servant,Higher education,Civil marriage,With parents,1,0,,2,0
1078,1,0,1,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,1
1079,0,1,1,238500,Working,Higher education,Married,With parents,1,0,Laborers,2,0
1080,1,0,0,162000,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2,1
1081,0,1,1,315000,Working,Higher education,Married,House / apartment,1,0,Core staff,4,0
1082,1,0,0,103500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1083,1,0,1,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1084,1,0,0,45000,State servant,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,3,2
1085,1,0,1,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1086,1,0,1,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1087,0,0,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1088,0,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1089,1,1,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1090,0,0,0,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
1091,1,0,1,112500,Working,Incomplete higher,Single / not married,Rented apartment,1,0,Laborers,1,1
1092,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
1093,0,1,1,360000,Working,Higher education,Married,House / apartment,1,0,Drivers,3,2
1094,1,0,1,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1095,1,0,1,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1096,1,0,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,2,2
1097,1,1,1,360000,Working,Higher education,Married,House / apartment,1,0,,3,1
1098,0,1,0,427500,Commercial associate,Higher education,Married,House / apartment,1,0,,4,2
1099,1,0,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,0
1100,1,0,1,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,,2,0
1101,1,1,0,171000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Sales staff,1,1
1102,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,1,Drivers,3,2
1103,1,0,1,108000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1104,1,0,1,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
1105,0,1,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Drivers,2,2
1106,0,0,1,234000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
1107,1,0,0,171000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1108,1,0,1,117000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1109,1,1,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,2
1110,1,0,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1111,1,1,0,31500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Cleaning staff,2,2
1112,1,0,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Waiters/barmen staff,2,1
1113,1,0,1,202500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1,2
1114,1,1,1,391500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,2
1115,1,0,1,225000,Working,Higher education,Widow,House / apartment,1,0,Core staff,1,2
1116,1,0,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,,3,2
1117,0,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,3,2
1118,0,0,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,2
1119,0,1,1,180000,Working,Higher education,Married,House / apartment,1,0,Laborers,4,2
1120,1,0,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1121,1,0,1,135000,Working,Higher education,Married,House / apartment,1,0,High skill tech staff,3,2
1122,0,1,1,157500,Commercial associate,Higher education,Married,With parents,1,0,Drivers,4,1
1123,1,1,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2,0
1124,1,0,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,2,1
1125,1,1,1,50850,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
1126,1,0,1,292500,Working,Higher education,Married,House / apartment,1,0,High skill tech staff,2,2
1127,0,1,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Managers,1,2
1128,1,0,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Core staff,1,2
1129,1,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3,1
1130,1,1,1,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Cleaning staff,1,2
1131,1,1,1,135000,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,,3,2
1132,0,1,1,225000,Working,Higher education,Separated,Municipal apartment,1,0,Security staff,2,2
1133,0,0,1,405000,Commercial associate,Higher education,Married,House / apartment,1,0,Drivers,2,0
1134,1,1,1,67500,State servant,Higher education,Civil marriage,House / apartment,1,0,Core staff,2,2
1135,0,0,1,103500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,2
1136,1,1,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,2
1137,1,0,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,3,2
1138,1,0,1,157500,Working,Higher education,Separated,House / apartment,1,0,,1,0
1139,1,0,1,202500,Commercial associate,Higher education,Married,House / apartment,1,0,,2,1
1140,1,0,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,1
1141,1,0,0,31500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1142,0,1,1,315000,Commercial associate,Higher education,Married,Office apartment,1,0,Core staff,2,2
1143,1,0,0,130500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1,1
1144,1,0,1,184500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2,2
1145,1,1,1,185400,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,0
1146,1,1,1,135000,Working,Secondary / secondary special,Separated,House / apartment,1,0,Sales staff,2,1
1147,1,1,1,292500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Accountants,2,2
1148,0,1,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Drivers,2,2
1149,1,0,1,45000,Working,Secondary / secondary special,Married,House / apartment,1,0,,5,0
1150,1,0,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1151,1,1,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1152,0,1,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1153,1,0,1,117000,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
1154,1,0,1,180000,Pensioner,Lower secondary,Married,House / apartment,1,0,,2,1
1155,1,0,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1156,1,0,1,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1157,0,0,0,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2,2
1158,1,0,1,337500,State servant,Higher education,Single / not married,House / apartment,1,0,Managers,1,2
1159,1,0,0,135000,Working,Higher education,Married,House / apartment,1,0,Sales staff,2,1
1160,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2,1
1161,1,1,1,315000,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,Core staff,1,1
1162,0,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1163,1,0,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,2,2
1164,1,1,0,112500,Working,Higher education,Married,Municipal apartment,1,0,,2,2
1165,1,0,1,256500,Commercial associate,Higher education,Separated,House / apartment,1,0,Managers,1,0
1166,1,0,1,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1167,1,0,0,58500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,2
1168,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,4,2
1169,1,0,1,157500,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,Core staff,2,2
1170,0,0,1,180000,State servant,Higher education,Married,House / apartment,1,0,Private service staff,2,1
1171,0,1,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Cleaning staff,1,2
1172,1,0,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,2
1173,1,0,1,450000,State servant,Higher education,Single / not married,House / apartment,1,1,Core staff,1,2
1174,1,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,Sales staff,4,2
1175,0,1,0,157500,Commercial associate,Secondary / secondary special,Married,Office apartment,1,0,Laborers,3,1
1176,0,1,1,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,0
1177,1,0,1,99000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,3,2
1178,1,1,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,Managers,2,2
1179,1,1,1,126000,Working,Incomplete higher,Married,House / apartment,1,0,Core staff,4,2
1180,0,0,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1181,1,0,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,3,2
1182,1,0,1,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1,1
1183,1,1,1,180000,Commercial associate,Higher education,Married,House / apartment,1,0,,2,2
1184,1,0,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1185,1,0,0,112500,State servant,Secondary / secondary special,Separated,House / apartment,1,0,Cleaning staff,1,2
1186,1,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,4,2
1187,1,0,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Core staff,3,1
1188,0,1,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,4,1
1189,0,0,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,Cooking staff,2,2
1190,1,0,1,94500,Pensioner,Higher education,Single / not married,House / apartment,1,0,,1,1
1191,1,1,0,225000,Working,Higher education,Married,House / apartment,1,0,Accountants,2,2
1192,1,0,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1193,0,0,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1,2
1194,0,1,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2,2
1195,1,0,1,140400,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,5,2
1196,1,0,0,247500,Commercial associate,Incomplete higher,Married,House / apartment,1,0,,3,1
1197,1,0,1,247500,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,3,2
1198,1,0,1,135000,State servant,Incomplete higher,Single / not married,With parents,1,1,,1,2
1199,1,0,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,0
1200,1,0,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Secretaries,2,2
1201,1,0,0,247500,Commercial associate,Higher education,Single / not married,With parents,1,0,,1,2
1202,1,0,0,171000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1203,1,1,1,121500,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,2
1204,0,1,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1205,1,0,1,225000,Working,Higher education,Married,House / apartment,1,0,Accountants,2,1
1206,1,0,1,157500,Commercial associate,Higher education,Married,House / apartment,1,0,High skill tech staff,4,2
1207,0,1,1,202500,Working,Higher education,Married,House / apartment,1,0,Drivers,2,2
1208,1,0,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,Sales staff,2,2
1209,1,0,1,112500,Working,Higher education,Married,House / apartment,1,0,Sales staff,2,2
1210,0,1,1,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2,1
1211,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,1
1212,1,0,1,171000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
1213,0,1,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2,0
1214,0,1,1,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1215,1,0,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,2,1
1216,0,1,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,4,2
1217,1,1,1,171000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,,3,2
1218,1,1,1,450000,Pensioner,Higher education,Widow,House / apartment,1,0,,1,2
1219,1,0,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4,2
1220,1,0,0,90000,Working,Secondary / secondary special,Single / not married,With parents,1,0,Laborers,1,1
1221,1,1,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Private service staff,2,2
1222,1,0,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,2
1223,0,0,1,135000,Pensioner,Higher education,Married,House / apartment,1,0,,4,0
1224,1,1,1,144000,Working,Higher education,Married,House / apartment,1,1,Accountants,4,2
1225,0,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,Drivers,3,1
1226,1,0,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,0
1227,1,0,1,72000,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,4,1
1228,1,0,1,157500,State servant,Higher education,Married,House / apartment,1,0,Managers,2,1
1229,0,1,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1230,0,0,0,238500,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,1,0,Security staff,2,2
1231,0,0,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,1
1232,1,0,0,202500,Commercial associate,Higher education,Widow,House / apartment,1,0,,1,2
1233,1,0,1,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
1234,1,1,1,315000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
1235,1,0,1,360000,Working,Higher education,Separated,House / apartment,1,0,Managers,1,0
1236,1,0,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,Sales staff,1,2
1237,1,1,0,187650,Working,Higher education,Single / not married,House / apartment,1,0,,1,2
1238,1,0,1,292500,Working,Incomplete higher,Single / not married,House / apartment,1,0,Core staff,2,0
1239,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,,2,1
1240,0,1,1,180000,Working,Higher education,Married,House / apartment,1,0,Drivers,3,1
1241,0,1,0,225000,State servant,Higher education,Married,With parents,1,0,High skill tech staff,4,2
1242,0,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1243,1,1,0,225000,Working,Higher education,Married,House / apartment,1,0,Core staff,2,0
1244,1,1,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Cleaning staff,2,1
1245,1,0,0,198000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1246,1,1,1,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2,2
1247,1,0,0,157500,State servant,Higher education,Married,House / apartment,1,0,Medicine staff,4,2
1248,0,1,1,157500,Working,Secondary / secondary special,Married,With parents,1,0,Drivers,4,2
1249,1,0,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,4,2
1250,0,0,1,135000,Commercial associate,Higher education,Married,House / apartment,1,0,Managers,2,2
1251,1,0,0,112500,Working,Secondary / secondary special,Married,With parents,1,1,Core staff,3,2
1252,0,0,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
1253,1,1,1,121500,State servant,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1254,1,0,0,171000,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4,1
1255,1,0,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,,1,2
1256,1,1,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Accountants,2,2
1257,1,0,1,126000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1258,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,1,1
1259,1,0,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1260,0,1,1,180000,Working,Higher education,Married,With parents,1,0,Laborers,3,2
1261,0,1,0,171000,Working,Secondary / secondary special,Married,With parents,1,0,Laborers,4,1
1262,0,0,1,126000,Pensioner,Secondary / secondary special,Married,Rented apartment,1,0,,2,2
1263,0,1,1,360000,Commercial associate,Higher education,Married,Rented apartment,1,0,Managers,3,0
1264,1,0,1,202500,Working,Higher education,Married,Rented apartment,1,0,,3,2
1265,1,0,1,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1266,0,0,1,112500,Working,Higher education,Civil marriage,House / apartment,1,0,Security staff,2,1
1267,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
1268,0,1,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,0
1269,1,0,1,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,,1,1
1270,1,0,1,247500,Working,Higher education,Married,House / apartment,1,1,Managers,2,1
1271,0,1,1,315000,Pensioner,Higher education,Married,House / apartment,1,0,,2,2
1272,1,1,0,135000,Working,Higher education,Married,House / apartment,1,0,Accountants,4,2
1273,1,0,1,76500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,4,2
1274,1,0,0,130500,Working,Secondary / secondary special,Married,With parents,1,0,Core staff,2,1
1275,1,0,1,180000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,Cleaning staff,2,1
1276,1,0,0,47250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1277,0,1,1,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1278,0,1,1,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1279,1,0,1,324000,State servant,Higher education,Married,House / apartment,1,0,Managers,3,2
1280,1,0,1,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,1
1281,1,0,1,360000,Working,Higher education,Separated,House / apartment,1,0,Managers,1,1
1282,0,1,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2,1
1283,1,0,1,135000,Pensioner,Higher education,Married,House / apartment,1,1,,2,2
1284,0,1,1,337500,Commercial associate,Higher education,Married,House / apartment,1,0,,3,2
1285,1,0,1,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1286,0,1,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,1,0,Drivers,1,2
1287,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2,1
1288,1,1,0,144000,Working,Secondary / secondary special,Widow,House / apartment,1,0,HR staff,1,0
1289,1,0,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,0
1290,1,0,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,Accountants,2,0
1291,1,0,1,202500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,Accountants,3,2
1292,1,0,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Medicine staff,2,2
1293,1,0,1,126000,Working,Secondary / secondary special,Single / not married,With parents,1,0,Core staff,1,2
1294,1,0,1,135000,Working,Incomplete higher,Married,House / apartment,1,0,,3,2
1295,0,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4,2
1296,1,1,1,247500,Working,Higher education,Married,House / apartment,1,0,Accountants,2,2
1297,1,0,1,85500,Working,Secondary / secondary special,Separated,House / apartment,1,0,,1,2
1298,1,0,1,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1,0
1299,1,1,1,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,1
1300,1,0,1,270000,Pensioner,Higher education,Married,House / apartment,1,0,,2,1
1301,0,0,0,247500,Working,Higher education,Civil marriage,House / apartment,1,0,Drivers,2,2
1302,1,0,1,126000,Working,Higher education,Single / not married,House / apartment,1,0,,1,1
1303,1,0,1,247500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Private service staff,1,2
1304,0,1,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,3,0
1305,1,0,1,45000,Working,Secondary / secondary special,Married,Rented apartment,1,0,Cleaning staff,2,1
1306,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Medicine staff,3,2
1307,1,1,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3,2
1308,1,0,1,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1,2
1309,0,1,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3,2
1310,1,0,1,157500,Working,Higher education,Married,House / apartment,1,0,,2,2
1311,0,0,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1,2
1312,1,0,1,90000,State servant,Secondary / secondary special,Married,With parents,1,0,Drivers,4,2
1313,1,0,1,292500,Working,Secondary / secondary special,Married,House / apartment,1,1,Sales staff,2,2
1314,1,0,1,243000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
1315,1,1,1,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2,2
1316,0,1,1,675000,State servant,Higher education,Married,House / apartment,1,0,High skill tech staff,2,2
1317,1,1,1,225000,Working,Higher education,Married,House / apartment,1,0,High skill tech staff,2,2
1318,1,0,1,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2,2
